id,Attraction,Rating,NumReviews,Address,Duration,Score,Coordinates,ReviewsSummary,0,1,2,3,4,5,6,Country,About,Categories
333,Journey East,4.5,2,"315 Outram Road #03-02 Tan Boon Liat Building, Singapore 169074, Singapore",90,9,"(1.2875947, 103.8340063)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,"A hidden find at the fringe of the bohemian Tiong Bahru locale, Journey East has been Singapore's destination for unique, vintage, and eco-friendly furniture since 1995. Specializing in vintage Asian Art-Deco teak wood pieces, the owners make regular sourcing trips around the region to hand-pick and restore furniture which date back to the early-to-mid 1900s. At the showroom, you will be able to find retro pieces from the Art Deco and Art Nouveau eras that are distinct from European contemporaries.The store has since expanded their collections to include eco-friendly recycled teak furniture, mostly reclaimed from old buildings, railway sleepers and fishing boats. Journey East is also a stockist for weather-resistant outdoor furnishing, as well as colorful home accessories like French and Belgian wall art.Journey East is open 7 days a week and on most public holidays, and is able to help arrange for international shipping worldwide.","Antique Stores, Shopping"
334,Swiftlet Garden Museum,4,2,"10, Neo Tiew Lane 2, D' Kranji Farm Resort | D'Kranji Farm Resort, Singapore 718813, Singapore",90,8,"(1.4197843, 103.7188329)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,"We are a bird's nest themed museum called Swiftlet Garden Museum. The museum offers interesting facts about the ecology and habitat of swiftlets. Other topics include, cave nests, house nests, proper and improper ways of processing bird's nest, how to farm swiftlets and the latest research done on bird's nest. Finally we have a live demonstration to attract nearby swiftlets to fly above our heads.","Speciality Museums, Museums"
335,Saint George's Church,4,2,"44 Minden Road, Singapore 248816, Singapore, Singapore",60,8,"(1.304811, 103.815153)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Architectural Buildings, Churches & Cathedrals, Sights & Landmarks"
336,Night life in krabi,4,2,"St 31, Singapore, Singapore",90,8,"(1.4304747, 103.7753643)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Points of Interest & Landmarks, Sights & Landmarks"
337,Istana Heritage Gallery,4,2,"35 Orchard Road | Istana Park, Singapore, Singapore",90,8,"(1.2994651, 103.8433907)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"History Museums, Museums"
338,Velocity,4,2,"238 Thomson Road, Singapore 307683, Singapore",90,8,"(1.3199825, 103.8438568)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Shopping Malls, Shopping"
339,Changi Murals,4,2,"Changi Camp | Block 151 Martlesham Road, Singapore, Singapore",90,8,"(1.386547, 103.977791)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"History Museums, Museums"
340,Gajah Gallery,4,2,"39 Keppel Road | #03-04, Tanjong Pagar Distripar, Singapore 089065, Singapore",60,8,"(1.2719097, 103.8366846)",Reviews Summary not available.,"(720, 1080)","(660, 1140)","(660, 1140)","(660, 1140)","(660, 1140)","(660, 1140)","(720, 1080)",Singapore,"Since 1996, Gajah Gallery has been a pioneering body in the Southeast Asian arts scene, representing a portfolio of the region’s leading artists as well as engaging the brightest emerging talents in contemporary art today. From humble beginnings in Singapore at Monk’s Hill, the Gallery has since expanded to a huge, beautifully-designed industrial warehouse space in Tanjong Pagar, and opened a second exhibition house in the thriving arts city of Yogyakarta, Indonesia. Both exhibition spaces are fuelled with a unique atmosphere, that invites an interplay of contemporary aesthetics and critical discourse. Gajah Gallery remains dedicated to promoting artists from the region and highlighting their international relevance. Gajah Gallery explores the diverse socio-cultural interests of Asia through art from Indonesia, Vietnam, India and Singapore.","Art Museums, Art Galleries, Shopping, Museums"
341,Land Transport Gallery,4,2,"No.1 Hampshire Road | Block 1 Level 1, Singapore 219428, Singapore",90,8,"(1.3079276, 103.8492296)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,"The Land Transport Gallery explains in a fun and interactive way, the developments of Singapore’s Land Transport over time and how improvements have been made possible. Experience the issues surrounding it in the past and present. Then fast forward to see how the future transportation landscape might be.","Speciality Museums, Museums"
342,Jalan Besar Plaza,2.5,3,"101 Kitchener road, Singapore, Singapore",90,7.5,"(1.3086501, 103.8580691)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Shopping Malls, Shopping"
343,Sheng Jia Temple,3.5,2,"3 Tebing Ln, Singapore 828849, Singapore",90,7,"(1.3924541, 103.9156105)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Points of Interest & Landmarks, Sights & Landmarks"
344,Ban Siew San Temple,3.5,2,"2 Telok Blangah Drive, Singapore 109256, Singapore",90,7,"(1.273353, 103.811875)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Sacred & Religious Sites, Points of Interest & Landmarks, Sights & Landmarks"
345,MOE Heritage Centre,3.5,2,"402 Commonwealth Drive, Singapore 149599, Singapore",90,7,"(1.303633, 103.798221)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Speciality Museums, Museums"
346,Aero-green Technology,3.5,2,"260 Neo Tiew Crescent, Singapore 718899, Singapore",90,7,"(1.4447509, 103.7293874)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,"Aero-Green Technology is a farm with a difference. It aims to provide clean, free and quality vegetables grown though aeroponic technology, and educate visitors with interactive farm exhibits.",Features Animals
347,Masjid Hajjah Rahimabi Kebun Limau,3.5,2,"76 Kim Keat Road Masjid Hajjah Rahimabi Kebun Limau | Balestier, Singapore 328835, Singapore",90,7,"(1.3261518, 103.8548232)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Sacred & Religious Sites, Sights & Landmarks"
348,Dong Yue Miao,3.5,2,"6 Bukit Purmei, Singapore 099866, Singapore",90,7,"(1.2739698, 103.8278781)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,"A national monument, first built in 1908, it was gazetted as such in June 2014. It is Singapore's only Daoist temple dedicated to the East Peak Emperor. Architecturally, it borrows heavily from Fujian and Chaozhou styles, with courtyards and annexes.","Sacred & Religious Sites, Sights & Landmarks"
349,Masjid Haji Mohd Salleh,3,2,"245 Geylang Road, Singapore 389304, Singapore",60,6,"(1.3123625, 103.8769081)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Sacred & Religious Sites, Sights & Landmarks"
350,Mahatma Gandhi Memorial,3,2,"3 Race Course Road, Singapore 218731, Singapore",60,6,"(1.309422, 103.853143)",Reviews Summary not available.,"(0, 0)","(540, 1020)","(540, 1020)","(540, 1020)","(540, 1020)","(540, 1020)","(0, 0)",Singapore,Information not available.,"Historic Sites, Sights & Landmarks"
351,Fish@Big Splash,3,2,"902 East Coast Parkway Aquatic Complex | #01-30, Block H, Big Splash, Singapore 449874, Singapore",90,6,"(1.2975823, 103.9002909)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Theme Parks, Water & Amusement Parks"
352,Hackson and Sons Shoe Polish and Artefacts Museum,5,1,"31 Woodlands Close, Woodlands Horizon | Unit 07-25, Singapore 737855, Singapore",60,5,"(1.436682, 103.8058341)",Reviews Summary not available.,"(0, 0)","(540, 1020)","(540, 1020)","(540, 1020)","(540, 1020)","(540, 1020)","(0, 0)",Singapore,Information not available.,"Speciality Museums, History Museums, Museums"
353,Ramakrishna Mission temple,5,1,"179 Bartley Road | Near Bartley MRT, Singapore 539784, Singapore",90,5,"(1.3437534, 103.8799012)",Reviews Summary not available.,"(360, 750)","(360, 750)","(360, 750)","(360, 750)","(360, 750)","(360, 750)","(360, 750)",Singapore,Information not available.,"Sacred & Religious Sites, Sights & Landmarks"
354,Playkeroo,5,1,"100 Tras Street | 100 AM Mall, #04-16A, Singapore 079027, Singapore",90,5,"(1.274929, 103.843549)",Reviews Summary not available.,"(600, 1200)","(600, 1200)","(600, 1200)","(600, 1200)","(600, 1200)","(600, 1200)","(600, 1200)",Singapore,Information not available.,"Playgrounds, Fun & Games, Nature & Parks"
355,Move Academy,5,1,"43 Carpenter Street | 02-01, Singapore 059922, Singapore",90,5,"(1.2877939, 103.8480754)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Sports Camps & Clinics, Classes & Workshops, Outdoor Activities"
356,Puaka Hill,5,1,"Pulau Ubin, Singapore, Singapore",90,5,"(1.4125659, 103.9577334)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Lookouts, Sights & Landmarks"
357,Jinji Tennis Singapore,5,1,"12 , Orange Groove Rd, Singapore 258353, Singapore",90,5,"(1.309982, 103.826387)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,"Jinji Tennis Singapore offers Junior Team Tennis after school programs - ensuring that if kids love to play, there's a place for them in tennis. Jinji Tennis Singapore aims to give children a chance to try a new sport and create a platform for self-expression & education. Through tennis, we train the children's mindset and instill values of courtesy, discipline and leadership while letting them l","Sports Camps & Clinics, Classes & Workshops, Outdoor Activities"
358,Singapore Chinese Cultural Centre,5,1,"1 Straits Boulevard, Singapore 018916, Singapore",90,5,"(1.2738345, 103.8524223)",Reviews Summary not available.,"(0, 0)","(540, 1080)","(540, 1080)","(540, 1080)","(540, 1080)","(540, 1080)","(0, 0)",Singapore,Information not available.,"Civic Centres, Sights & Landmarks"
359,UE Square,2.5,2,"81 Clemenceau Avenue, Singapore 239917, Singapore",90,5,"(1.2920388, 103.8427074)",Reviews Summary not available.,"(600, 1320)","(600, 1320)","(600, 1320)","(600, 1320)","(600, 1320)","(600, 1320)","(600, 1320)",Singapore,Information not available.,"Shopping Malls, Shopping"
360,The Gallery of Gnani Arts,5,1,"41 Kallang Pudding Road Golden Wheel Building | Golden Wheel Building, Singapore 349316, Singapore",90,5,"(1.329239, 103.878503)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,"Established in April 2003, Gnani Arts Pte Ltd houses an extensive collection of South Indian contemporary art by acclaimed masters and emerging artists, in its 1,000 sq ft exhibition space called The Gallery of Gnani Arts. Located 5 minutes away from the Singapore Art Museum, Gnani Arts Pte Ltd is also active in site-specific art curation/consultancy and in the consolidation of primary research matter.","Art Galleries, Shopping, Museums"
361,Asian Art Platform,5,1,"292 River Valley Road | Level 2, Singapore 238333, Singapore",60,5,"(1.295246, 103.841506)",Reviews Summary not available.,"(660, 1080)","(0, 0)","(660, 1080)","(660, 1080)","(660, 1080)","(660, 1080)","(660, 1080)",Singapore,Asian Art Platform is a popular art gallery located in River Valley. Whilst we specialise in showcasing emerging and established Chinese artists we periodically showcase artwork from other countries across Southeast Asia. Please check our exhibitions page on our website for more information on what is being exhibited during your time in Singapore.,"Art Galleries, Museums, Shopping"
362,The Music Salon,5,1,"49 Niven Road, Singapore 228397, Singapore",150,5,"(1.3035509, 103.8495461)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Theatres, Concerts & Shows"
363,Miaja Gallery,5,1,"190 Bukit Timah Road, Singapore 229857, Singapore",90,5,"(1.3116528, 103.8422026)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Art Galleries, Shopping, Museums"
364,BlinkyB Art Gallery,5,1,"11 Woodlands Close #04-47 Woodlands 11, Singapore 737853, Singapore",90,5,"(1.4344491, 103.8026032)",Reviews Summary not available.,"(600, 1080)","(600, 1140)","(600, 1140)","(600, 1140)","(600, 1140)","(600, 1140)","(600, 1080)",Singapore,Information not available.,"Art Galleries, Museums, Shopping"
365,Tan Swie Hian Museum,5,1,"460 Sims Avenue, Singapore 387601, Singapore",90,5,"(1.3156213, 103.8868835)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,"The rustic and oldish feel of the Tan Swie Hian Museum is interesting to see for yourself, and is a testament to one of the most famous and hardworking artists working right here in Singapore.","Art Museums, Museums"
366,Fo Shan Ting Da Bo Gong Temple,4,1,"| 46, Changi Point - Pulau Ubin, Singapore 508422, Singapore",90,4,"(1.3973861, 103.9789426)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Sacred & Religious Sites, Sights & Landmarks"
367,Smart Craft,4,1,"756 Upper Serangoon Road Upper Serangoon Shopping Centre | Upper Serangoon Shopping Centre, Unit 03-19, Singapore 534626, Singapore",90,4,"(1.3536595, 103.8787845)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,Information not available.,"Points of Interest & Landmarks, Sights & Landmarks"
368,Art Retreat,2,2,"10 Ubi Crescent Ubi Techpark Lobby C # 01 45 47, Singapore 408564, Singapore",90,4,"(1.3263276, 103.896239)",Reviews Summary not available.,"(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)","(600, 1080)",Singapore,"If you’re looking to invest in a piece of Chinese contemporary art that’s all the rage in today’s bustling art market, this is a great place to start your search as you’ll certainly find something you like.","Art Galleries, Museums, Shopping"
